transaction_id,customer_id,amount,payment_method,failure_reason,timestamp,status
ccda1606-d32a-4edb-85e0-d9f999a40f25,6ec5f2b4-0f13-45ee-a7f2-8ded4a83963f,7938.842,upi,insufficient_funds,2026-08-29 21:16:18.963378,failed
aa2bfdaf-61d1-4097-80a2-f8638b6a46b2,6ec5f2b4-0f13-45ee-a7f2-8ded4a83963f,67260.697,upi,insufficient_funds,2026-08-29 21:16:18.963391,failed
26be5144-df06-4121-823d-9029413a3996,1d3197a1-e16f-47c0-b16c-42c83266de49,6386.588,wallet,insufficient_funds,2026-08-29 21:16:18.963428,failed
a5afe17c-85d7-4bf4-a8d5-8a452266d7d6,1d3197a1-e16f-47c0-b16c-42c83266de49,37613.192,wallet,insufficient_funds,2026-08-29 21:16:18.963432,failed
f01a94d3-2aed-4e8f-baaf-362cbdbc2201,1d3197a1-e16f-47c0-b16c-42c83266de49,30967.041,wallet,insufficient_funds,2026-08-29 21:16:18.963435,failed
86367896-5d18-4df1-97d6-893761c3233a,1d3197a1-e16f-47c0-b16c-42c83266de49,91688.558,wallet,upi_timeout,2026-08-29 21:16:18.963439,failed
cb110fef-d95f-475f-a23a-512e0c1379ab,96a63a09-9015-42ef-b9e6-de9d533ba3aa,53856.5,upi,insufficient_funds,2026-08-29 21:16:18.963472,failed
337fde1f-2767-4db1-80a1-5e817a7ed1ff,96a63a09-9015-42ef-b9e6-de9d533ba3aa,97631.915,upi,upi_timeout,2026-08-29 21:16:18.963475,failed
1a855cad-793f-4fa2-86d1-4d23d25a28a4,96a63a09-9015-42ef-b9e6-de9d533ba3aa,10963.226,upi,insufficient_funds,2026-08-29 21:16:18.963478,failed
90ba23de-d0fa-4e4a-b33b-6cd309b4b1dc,96a63a09-9015-42ef-b9e6-de9d533ba3aa,64345.791,upi,insufficient_funds,2026-08-29 21:16:18.963482,failed
d0561ee3-49c5-4c40-9875-bc0e1ec7991c,c4e8cb98-2088-416a-a248-b5558b23d23f,50448.615,netbanking,upi_timeout,2026-08-29 21:16:18.963511,failed
dbf4ad5d-16a0-49ae-aa20-86d54cbbbffe,c4e8cb98-2088-416a-a248-b5558b23d23f,51620.167,netbanking,upi_timeout,2026-08-29 21:16:18.963515,failed
10ed9643-6625-4e3d-814c-f26532cc0e6c,c4e8cb98-2088-416a-a248-b5558b23d23f,99793.696,netbanking,upi_timeout,2026-08-29 21:16:18.963518,failed
220f6677-7404-468c-88ac-9a2a60272e6c,c4e8cb98-2088-416a-a248-b5558b23d23f,6952.136,netbanking,insufficient_funds,2026-08-29 21:16:18.963521,failed
55f907c2-5455-4b8c-9129-103dc33fa989,c4e8cb98-2088-416a-a248-b5558b23d23f,19139.342,netbanking,upi_timeout,2026-08-29 21:16:18.963524,failed
d75829e9-c218-416c-a4aa-f0851aa5da82,7e7bb9e1-e2d0-4900-8219-588df5165d4f,82138.454,upi,insufficient_funds,2026-08-29 21:16:18.963561,failed
1491009f-88f5-4350-9d77-efa85c2724c4,7e7bb9e1-e2d0-4900-8219-588df5165d4f,16699.474,upi,upi_timeout,2026-08-29 21:16:18.963564,failed
9522e02f-abb7-4be1-babc-7139c6c1bacd,7e7bb9e1-e2d0-4900-8219-588df5165d4f,30590.566,upi,insufficient_funds,2026-08-29 21:16:18.963567,failed
e8a123af-4271-4ba2-bb98-0b2262981c37,089d91e2-7ad2-4b99-bb00-36dee089adc3,30021.44,upi,insufficient_funds,2026-08-29 21:16:18.963590,failed
f120ddff-02aa-411b-b063-7c85c3a6a916,8ba41b22-eac3-48ef-87b0-24df3bbf56b8,88495.138,wallet,upi_timeout,2026-08-29 21:16:18.963598,failed
501a8372-29d8-48e6-81cb-19ce127635da,8ba41b22-eac3-48ef-87b0-24df3bbf56b8,25167.718,wallet,insufficient_funds,2026-08-29 21:16:18.963601,failed
eac0eb74-d061-4735-a0a6-d9c0bda39ea7,d67c4e7a-d1f8-4707-b646-a09fb2b8390b,84868.754,card,insufficient_funds,2026-08-29 21:16:18.963619,failed
779fd42d-a2f1-439a-8870-8457e6e2b50e,d67c4e7a-d1f8-4707-b646-a09fb2b8390b,17776.169,card,insufficient_funds,2026-08-29 21:16:18.963621,failed
39dcc24b-f2d9-4ed4-b4c2-ae8f7c233716,d67c4e7a-d1f8-4707-b646-a09fb2b8390b,59223.59,card,upi_timeout,2026-08-29 21:16:18.963624,failed
07891567-7f93-4c9f-a567-0f0a8094fcac,d67c4e7a-d1f8-4707-b646-a09fb2b8390b,4620.068,card,upi_timeout,2026-08-29 21:16:18.963628,failed
5c35ad99-482b-4779-b28a-f467fa186093,d67c4e7a-d1f8-4707-b646-a09fb2b8390b,83842.042,card,upi_timeout,2026-08-29 21:16:18.963630,failed
7653ca21-ff09-4bc0-814d-050445acac30,b56e48cb-5ad9-4829-aef9-937990b2cb8e,55399.848,wallet,insufficient_funds,2026-08-29 21:16:18.963674,failed
0f63ff18-1315-4e45-98f5-36e364051feb,b56e48cb-5ad9-4829-aef9-937990b2cb8e,3060.67,wallet,upi_timeout,2026-08-29 21:16:18.963677,failed
eb905f45-fa9f-4999-af92-97e754b609b7,b56e48cb-5ad9-4829-aef9-937990b2cb8e,11865.247,wallet,insufficient_funds,2026-08-29 21:16:18.963680,failed
a3b66ea8-f24a-4f59-82e9-5a457dd426d5,b56e48cb-5ad9-4829-aef9-937990b2cb8e,97011.67,wallet,upi_timeout,2026-08-29 21:16:18.963683,failed
7aac14ef-0471-4b31-9669-5a9805455ade,b56e48cb-5ad9-4829-aef9-937990b2cb8e,23728.663,wallet,insufficient_funds,2026-08-29 21:16:18.963686,failed
6979e443-da4a-4191-8421-d5b53fcfa8e0,93c71f30-3ae5-401a-aa2f-fb94569563b3,29963.311,upi,insufficient_funds,2026-08-29 21:16:18.963735,failed
a46e41fd-465b-415f-8948-c74a13740704,93c71f30-3ae5-401a-aa2f-fb94569563b3,94768.563,upi,upi_timeout,2026-08-29 21:16:18.963738,failed
94406c35-a2b6-418f-8258-e711e22ae6ec,93c71f30-3ae5-401a-aa2f-fb94569563b3,6046.416,upi,insufficient_funds,2026-08-29 21:16:18.963741,failed
abe4d817-9563-4d0a-b882-e53e1ab4a504,93c71f30-3ae5-401a-aa2f-fb94569563b3,54286.041,upi,insufficient_funds,2026-08-29 21:16:18.963744,failed
bbb58a40-c37f-45f6-998b-5a807a67b6a9,93c71f30-3ae5-401a-aa2f-fb94569563b3,56202.171,upi,upi_timeout,2026-08-29 21:16:18.963747,failed
9de29cba-11e4-4400-ae64-fa068214118d,8c436db2-a7f0-4552-9ede-c62ff342f863,62551.351,upi,insufficient_funds,2026-08-29 21:16:18.963779,failed
96b74486-f3e8-43d5-b1fb-16750e62702c,8c436db2-a7f0-4552-9ede-c62ff342f863,13292.719,upi,insufficient_funds,2026-08-29 21:16:18.963782,failed
58896e92-250f-4578-870e-dbc3c94e42ff,8c436db2-a7f0-4552-9ede-c62ff342f863,21151.371,upi,upi_timeout,2026-08-29 21:16:18.963785,failed
2a2bf372-5eef-4f33-8dc0-68bb5bab7a5e,8c436db2-a7f0-4552-9ede-c62ff342f863,86592.588,upi,upi_timeout,2026-08-29 21:16:18.963788,failed
7cbfe576-e9a0-4bc9-a3ae-35ac53c95fd6,8c436db2-a7f0-4552-9ede-c62ff342f863,66031.075,upi,insufficient_funds,2026-08-29 21:16:18.963791,failed
8b79c965-83a4-45de-8ccf-e72279df24c5,09030471-9e2b-424c-854f-cc3716de8046,15951.349,netbanking,insufficient_funds,2026-08-29 21:16:18.963834,failed
354b0136-4744-46dd-b00e-4f8fcea81629,09030471-9e2b-424c-854f-cc3716de8046,95096.066,netbanking,insufficient_funds,2026-08-29 21:16:18.963839,failed
ffb3c243-f84b-4618-aa48-21a678498c44,666798af-3bed-4f6a-8750-cdd01c44e5a8,72534.614,netbanking,insufficient_funds,2026-08-29 21:16:18.963857,failed
99110c2d-f82e-4d71-85db-4d773cbd7e27,666798af-3bed-4f6a-8750-cdd01c44e5a8,69861.61,netbanking,upi_timeout,2026-08-29 21:16:18.963861,failed
2c109bb9-247e-4dfe-8225-6de336e8bb07,666798af-3bed-4f6a-8750-cdd01c44e5a8,38334.648,netbanking,upi_timeout,2026-08-29 21:16:18.963864,failed
fb72ddc1-0d4f-4566-84e8-7b0f5476420a,dc5b4be6-e791-42d5-ab99-09437e2d08d5,99811.12,card,insufficient_funds,2026-08-29 21:16:18.963910,failed
90ea836c-1afd-45b9-98d7-7ba00bd34b3a,dc5b4be6-e791-42d5-ab99-09437e2d08d5,31102.817,card,insufficient_funds,2026-08-29 21:16:18.963914,failed
4544cf35-573a-4b59-8a30-28e7a57a38cf,dc5b4be6-e791-42d5-ab99-09437e2d08d5,83388.054,card,upi_timeout,2026-08-29 21:16:18.963917,failed
c61ecef4-e4c1-446f-9829-0157f4efd0a0,dc5b4be6-e791-42d5-ab99-09437e2d08d5,52196.794,card,upi_timeout,2026-08-29 21:16:18.963920,failed
f628e1b2-4fc2-42f1-b74f-ca32235ff87a,6d3833c2-d155-47dc-9b22-c29974394b4e,31678.168,netbanking,insufficient_funds,2026-08-29 21:16:18.963950,failed
f6caa394-31d4-4694-b278-cc003480ba23,6d3833c2-d155-47dc-9b22-c29974394b4e,23868.078,netbanking,insufficient_funds,2026-08-29 21:16:18.963953,failed
b25c6e19-17fa-4746-be22-2ea01ea35fc6,6d3833c2-d155-47dc-9b22-c29974394b4e,16114.605,netbanking,insufficient_funds,2026-08-29 21:16:18.963956,failed
7dc41370-6a2e-466e-a799-727f0035539c,6d3833c2-d155-47dc-9b22-c29974394b4e,78244.788,netbanking,upi_timeout,2026-08-29 21:16:18.963959,failed
94f5eac8-8323-4f91-9d85-925777e82673,6d3833c2-d155-47dc-9b22-c29974394b4e,38944.178,netbanking,insufficient_funds,2026-08-29 21:16:18.963962,failed
847a5309-47b0-421c-baa8-45f75e5bfe49,948a5a5b-2c02-4397-be2f-5f5171219ef9,77055.879,netbanking,upi_timeout,2026-08-29 21:16:18.964011,failed
9f152c3b-4af8-4a46-bd5d-da05175845a7,276478f7-9532-484b-94cd-f940b1b0c016,19145.88,wallet,upi_timeout,2026-08-29 21:16:18.964026,failed
2a0c41f5-41d1-46e0-b59f-f9dbe99913b3,276478f7-9532-484b-94cd-f940b1b0c016,34100.745,wallet,upi_timeout,2026-08-29 21:16:18.964029,failed
24d3e3a9-9e1d-4eeb-b3d6-05c863bcf51a,276478f7-9532-484b-94cd-f940b1b0c016,26720.297,wallet,insufficient_funds,2026-08-29 21:16:18.964032,failed
33b13923-ebbc-416a-96ce-bf9ce694f1bf,276478f7-9532-484b-94cd-f940b1b0c016,59758.436,wallet,insufficient_funds,2026-08-29 21:16:18.964035,failed
d27ffd73-28c8-49b7-aa8c-0ef1e5656cd2,e8b0cecf-4030-425b-ab6b-4c27c4efa3e0,82778.568,card,insufficient_funds,2026-08-29 21:16:18.964067,failed
ecf3f364-88e1-4372-891a-7952eca29052,e8b0cecf-4030-425b-ab6b-4c27c4efa3e0,95839.313,card,upi_timeout,2026-08-29 21:16:18.964070,failed
afa50db9-7c15-4dbc-bc53-ebac056189de,e8b0cecf-4030-425b-ab6b-4c27c4efa3e0,18043.87,card,upi_timeout,2026-08-29 21:16:18.964073,failed
f5e3684f-b985-4201-b505-eb4e38f654e7,e8b0cecf-4030-425b-ab6b-4c27c4efa3e0,45925.735,card,insufficient_funds,2026-08-29 21:16:18.964076,failed
287cc993-40d5-4b51-994e-7be451c3e29d,31acb1ae-c437-4079-9b33-ae76b2b00c39,39231.858,wallet,insufficient_funds,2026-08-29 21:16:18.964102,failed
95fe1fb8-62e2-477e-8df8-6dfdc791399f,31acb1ae-c437-4079-9b33-ae76b2b00c39,31370.345,wallet,upi_timeout,2026-08-29 21:16:18.964105,failed
86a8baf1-8a6d-4636-93a0-3654ff37157d,a6740ea8-e7d7-4fe3-8372-74c9f59d360d,67458.11,wallet,upi_timeout,2026-08-29 21:16:18.964130,failed
ba19ff42-a26a-4f78-a16a-9274220f6926,a6740ea8-e7d7-4fe3-8372-74c9f59d360d,68185.334,wallet,insufficient_funds,2026-08-29 21:16:18.964134,failed
4843af4a-b95f-44cf-acdc-3b0efbb7fb09,a6740ea8-e7d7-4fe3-8372-74c9f59d360d,48013.91,wallet,upi_timeout,2026-08-29 21:16:18.964137,failed
eb55c6a7-f40f-4ab5-b0b0-00f9113ca794,893899b7-a15f-41e6-869f-fa1f2b7e9fc4,39105.09,upi,upi_timeout,2026-08-29 21:16:18.964163,failed
145d1015-293c-437a-9bfb-7c40461ed57f,893899b7-a15f-41e6-869f-fa1f2b7e9fc4,37523.037,upi,upi_timeout,2026-08-29 21:16:18.964166,failed
e4aa7f92-fe0f-4ebe-9fb4-3c4fea15fbc4,893899b7-a15f-41e6-869f-fa1f2b7e9fc4,59063.813,upi,upi_timeout,2026-08-29 21:16:18.964169,failed
0c796494-d624-4b07-8b02-39aa8b137485,893899b7-a15f-41e6-869f-fa1f2b7e9fc4,18360.988,upi,insufficient_funds,2026-08-29 21:16:18.964172,failed
42687318-3a74-42af-b77d-632925b4f210,4addcbc9-ffe6-4cdc-8fd9-74ae4ded8140,2940.81,card,insufficient_funds,2026-08-29 21:16:18.964214,failed
b7743cce-42be-4098-8ec3-731ee295a0a7,4addcbc9-ffe6-4cdc-8fd9-74ae4ded8140,46693.54,card,insufficient_funds,2026-08-29 21:16:18.964217,failed
6d6ea717-9f69-465f-87fa-ddb8908fc03a,4addcbc9-ffe6-4cdc-8fd9-74ae4ded8140,76898.149,card,upi_timeout,2026-08-29 21:16:18.964220,failed
0ae971d5-6d5c-480c-bcbb-a93e66db4ff0,4addcbc9-ffe6-4cdc-8fd9-74ae4ded8140,69495.849,card,upi_timeout,2026-08-29 21:16:18.964223,failed
e6144ae5-3c87-41c8-bb53-a1b877e31ee4,ea0fcae7-bcba-4f8f-9de7-9e932a6ca248,24783.617,wallet,upi_timeout,2026-08-29 21:16:18.964258,failed
1496aac3-7dfc-44cb-a939-c3353d2d3db8,ea0fcae7-bcba-4f8f-9de7-9e932a6ca248,91051.523,wallet,upi_timeout,2026-08-29 21:16:18.964261,failed
5b44cd0c-9f23-4a2e-aa68-8431584165d1,ea0fcae7-bcba-4f8f-9de7-9e932a6ca248,58216.982,wallet,upi_timeout,2026-08-29 21:16:18.964264,failed
1686f127-57f8-4290-ba32-fc865d619fc5,464d62e7-f26b-4a2d-9ac8-cbda348cb5d5,31032.614,card,upi_timeout,2026-08-29 21:16:18.964298,failed
e96770b6-3dc7-4b77-8b47-cfeb6b121882,464d62e7-f26b-4a2d-9ac8-cbda348cb5d5,72470.005,card,insufficient_funds,2026-08-29 21:16:18.964301,failed
cc349120-d601-4142-8867-7eb9c2be5b0c,464d62e7-f26b-4a2d-9ac8-cbda348cb5d5,49813.266,card,upi_timeout,2026-08-29 21:16:18.964304,failed
edf7b642-c561-48e1-8985-bdf5a6e41532,464d62e7-f26b-4a2d-9ac8-cbda348cb5d5,7460.795,card,upi_timeout,2026-08-29 21:16:18.964307,failed
991a4226-27c7-4de9-be8a-69cf806f7e9e,464d62e7-f26b-4a2d-9ac8-cbda348cb5d5,16867.961,card,upi_timeout,2026-08-29 21:16:18.964311,failed
8af864a1-d605-4314-ad36-9e366214015c,041b4a83-2fec-4480-a87c-17f82de012a2,5294.088,card,upi_timeout,2026-08-29 21:16:18.964354,failed
d0153409-d70f-48cb-8610-7c2ba7a993f9,4df8ad3f-c8bb-4bcf-b71c-59306ca57b4d,89189.149,netbanking,upi_timeout,2026-08-29 21:16:18.964366,failed
e6c91ccd-0cdc-4a6e-9e0d-c419b7f36e96,4df8ad3f-c8bb-4bcf-b71c-59306ca57b4d,68543.274,netbanking,insufficient_funds,2026-08-29 21:16:18.964369,failed
3fd97b2f-5951-4934-8066-08d176bf7399,4df8ad3f-c8bb-4bcf-b71c-59306ca57b4d,33099.983,netbanking,upi_timeout,2026-08-29 21:16:18.964372,failed
95b00675-da97-4e0f-9377-e8a4ca1a9991,46410537-6915-4620-8788-692bf39dfd88,77195.384,card,insufficient_funds,2026-08-29 21:16:18.964397,failed
fcdd1379-ab57-409f-8455-7dea4c92b1e4,46410537-6915-4620-8788-692bf39dfd88,84917.262,card,insufficient_funds,2026-08-29 21:16:18.964400,failed
a2a880cb-4820-49b2-a397-35ca8d4a0029,24a65569-d4b6-4cf6-926a-0cff554dfcfb,17099.702,card,insufficient_funds,2026-08-29 21:16:18.964419,failed
8d9286d4-c084-4818-b4ba-34ed9df26b15,24a65569-d4b6-4cf6-926a-0cff554dfcfb,3008.778,card,insufficient_funds,2026-08-29 21:16:18.964423,failed
aa9e1713-add7-4941-b6e9-7249178c04c1,4e4e0a9b-cb61-4d2b-840f-837780fcffa9,83809.568,card,insufficient_funds,2026-08-29 21:16:18.964443,failed
4ae23e70-6844-40e7-9322-582afc95a46a,4e4e0a9b-cb61-4d2b-840f-837780fcffa9,95776.583,card,insufficient_funds,2026-08-29 21:16:18.964447,failed
